Linux 5.15.0-1054-kvm (large-instance-spare) 	04/17/24 	_x86_64_	(24 CPU)

17:55:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:05:26     all   65.40    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00   32.93
18:05:27     all   66.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.31
18:05:28     all   62.52    0.00    4.66    0.00    0.00    0.04    0.00    0.00    0.00   32.78
18:05:29     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:05:30     all   55.20    0.00   12.49    0.00    0.00    0.00    0.00    0.00    0.00   32.31
18:05:31     all   57.55    0.00   10.05    0.00    0.00    0.00    0.00    0.00    0.00   32.40
18:05:32     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:05:33     all   66.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.31
18:05:34     all   66.71    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.29
18:05:35     all   66.68    0.00    0.00    0.00    0.00    0.04    0.00    0.00    0.00   33.28
18:05:36     all   46.79    0.00    7.91    0.00    0.00    0.00    0.00    0.00    0.00   45.30
18:05:37     all    8.28    0.00    7.74    0.00    0.00    0.00    0.00    0.00    0.00   83.97
18:05:38     all    0.00    0.00    6.68    0.00    0.00    0.58    0.00    0.00    0.00   92.73
18:05:39     all    0.00    0.00    6.46    0.00    0.00    1.26    0.00    0.00    0.00   92.28
18:05:40     all    0.00    0.00    4.61    3.48    0.00    0.46    0.08    0.00    0.00   91.37
18:05:41     all    0.00    0.00    2.31    5.71    0.00    0.04    0.21    0.00    0.00   91.73
18:05:42     all    0.00    0.00    0.88   16.34    0.00    0.04    0.46    0.00    0.00   82.28
18:05:43     all    0.00    0.00    0.00   16.66    0.00    0.00    0.04    0.00    0.00   83.30
18:05:44     all    0.00    0.00    0.00   16.61    0.00    0.00    0.12    0.00    0.00   83.26
18:05:45     all    0.00    0.00    0.00   19.46    0.00    0.00    0.00    0.00    0.00   80.54
18:05:46     all    0.00    0.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00   79.17
18:05:47     all    0.04    0.00    0.12   21.59    0.00    0.00    0.08    0.00    0.00   78.16
18:05:48     all    0.00    0.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00   75.00
18:05:49     all    0.00    0.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00   75.00
18:05:50     all    0.00    0.00    0.21   24.74    0.00    0.08    0.00    0.00    0.00   74.97
18:05:51     all    0.00    0.00    3.67   18.20    0.00    0.04    0.21    0.00    0.00   77.87
18:05:52     all    0.00    0.00    5.22   15.53    0.00    0.00    0.04    0.00    0.00   79.21
18:05:53     all    0.00    0.00   14.42    8.90    0.00    0.00    0.04    0.00    0.00   76.63
18:05:54     all    0.04    0.00   17.71    7.27    0.00    0.00    0.04    0.00    0.00   74.94
18:05:55     all   34.48    0.00    9.19    2.97    0.00    0.00    0.25    0.00    0.00   53.11
18:05:56     all   62.56    0.00    4.79    0.00    0.00    0.00    0.00    0.00    0.00   32.65
18:05:57     all   66.46    0.00    0.21    0.00    0.00    0.04    0.04    0.00    0.00   33.25
18:05:58     all   59.33    0.00    8.04    0.00    0.00    0.04    0.00    0.00    0.00   32.58
18:05:59     all   66.64    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00   33.32
18:06:00     all   61.92    0.00    5.74    0.00    0.00    0.00    0.00    0.00    0.00   32.33
18:06:01     all   63.88    0.00    3.26    0.00    0.00    0.04    0.00    0.00    0.00   32.82
18:06:02     all   66.65    0.00    0.00    0.00    0.00    0.00    0.04    0.00    0.00   33.31
18:06:03     all   64.74    0.00    0.00    0.00    0.00    0.00    1.99    0.00    0.00   33.26
18:06:04     all   64.35    0.00    0.00    0.00    0.00    0.04    2.37    0.00    0.00   33.24
18:06:05     all   64.72    0.00    0.00    0.00    0.00    0.04    1.99    0.00    0.00   33.25
18:06:06     all   57.58    0.00    3.77    0.00    0.00    0.00    0.87    0.00    0.00   37.78
18:06:07     all   13.33    0.00    6.96    0.00    0.00    0.00    0.04    0.00    0.00   79.67
18:06:08     all    0.96    0.00    4.62    0.00    0.00    0.21    0.00    0.00    0.00   94.21
18:06:09     all    0.00    0.00    6.94    0.00    0.00    0.97    0.04    0.00    0.00   92.05
18:06:10     all    0.08    0.00    6.64    0.00    0.00    0.46    0.71    0.00    0.00   92.11
18:06:11     all    0.00    0.00    5.57    2.51    0.00    0.67    0.42    0.00    0.00   90.83
18:06:12     all    0.00    0.00    0.54   20.24    0.00    0.00    0.83    0.00    0.00   78.39
18:06:13     all    0.00    0.00    0.08   16.88    0.00    0.00    0.00    0.00    0.00   83.03
18:06:14     all    0.00    0.00    0.04   16.63    0.00    0.00    0.00    0.00    0.00   83.33
18:06:15     all    0.00    0.00    0.00   16.70    0.00    0.00    0.00    0.00    0.00   83.30
18:06:19     all    0.00    0.00    0.25   26.95    0.00    0.01    0.27    0.00    0.00   72.52
18:06:20     all    0.00    0.00    3.89   11.72    0.00    0.00    0.84    0.00    0.00   83.56
18:06:21     all    0.00    0.00    5.28   15.01    0.00    0.00    0.25    0.00    0.00   79.45
18:06:22     all    0.04    0.00   12.75   10.92    0.00    0.00    0.33    0.00    0.00   75.96
18:06:23     all    0.00    0.00   18.77    6.41    0.00    0.04    0.00    0.00    0.00   74.78
18:06:24     all   53.23    0.00    4.49    1.00    0.00    0.00    0.21    0.00    0.00   41.07
18:06:25     all   63.35    0.00    3.46    0.00    0.00    0.00    0.17    0.00    0.00   33.03
18:06:26     all   64.49    0.00    2.83    0.00    0.00    0.00    0.00    0.00    0.00   32.68
18:06:27     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:06:28     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:06:29     all   62.61    0.00    5.38    0.00    0.00    0.00    0.00    0.00    0.00   32.01
18:06:30     all   66.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.33
18:06:31     all   66.64    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00   33.32
18:06:32     all   66.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.35
18:06:33     all   66.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.42
18:06:34     all   56.34    0.00    5.30    0.79    0.00    0.00    0.00    0.00    0.00   37.56
18:06:35     all   17.98    0.00    6.73    4.18    0.00    0.00    0.00    0.00    0.00   71.11
18:06:36     all    0.00    0.00    5.19    3.39    0.00    0.46    0.00    0.00    0.00   90.96
18:06:37     all    0.00    0.00    6.94    4.21    0.00    0.80    0.00    0.00    0.00   88.06
18:06:38     all    0.00    0.00    2.00   10.00    0.00    0.25    0.58    0.00    0.00   87.17
18:06:39     all    0.00    0.00    0.75   11.01    0.00    0.00    0.88    0.00    0.00   87.36
18:06:40     all    0.00    0.00    0.94   10.67    0.00    0.00    2.74    0.00    0.00   85.65
18:06:41     all    0.00    0.00    0.54   11.31    0.00    0.04    1.57    0.00    0.00   86.55
18:06:42     all    0.00    0.00    0.25   12.04    0.00    0.00    0.21    0.00    0.00   87.51
18:06:43     all    0.00    0.00    0.04   12.49    0.00    0.00    0.04    0.00    0.00   87.42
18:06:44     all    0.00    0.00    0.00   12.46    0.00    0.00    0.12    0.00    0.00   87.42
18:06:45     all    0.00    0.00    0.00   12.51    0.00    0.00    0.00    0.00    0.00   87.49
18:06:46     all    0.00    0.00    0.00   12.49    0.00    0.00    0.04    0.00    0.00   87.46
18:06:47     all    0.00    0.00    0.00   12.51    0.00    0.00    0.00    0.00    0.00   87.49
18:06:48     all    0.00    0.00    0.00   12.49    0.00    0.00    0.00    0.00    0.00   87.51
18:06:49     all    0.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00    0.00   87.50
18:06:50     all    0.00    0.00    0.00   12.46    0.00    0.00    0.00    0.00    0.00   87.54
18:06:51     all    0.00    0.00    1.72   10.33    0.00    0.13    0.17    0.00    0.00   87.65
18:06:52     all    0.00    0.00    1.19    6.25    0.00    0.04    1.32    0.00    0.00   91.20
